orderDetailId,orderId,productId,unitPrice,quantity,discount
821,10554,23,9.00,20,0.05
822,10554,62,49.30,20,0.05
823,10554,77,13.00,10,0.05
824,10555,14,23.25,30,0.20
825,10555,19,9.20,35,0.20
826,10555,24,4.50,18,0.20
827,10555,51,53.00,20,0.20
828,10555,56,38.00,40,0.20
829,10556,72,34.80,24,0.00
830,10557,64,33.25,30,0.00
831,10557,75,7.75,20,0.00
832,10558,47,9.50,25,0.00
833,10558,51,53.00,20,0.00
834,10558,52,7.00,30,0.00
835,10558,53,32.80,18,0.00
836,10558,73,15.00,3,0.00
837,10559,41,9.65,12,0.05
838,10559,55,24.00,18,0.05
839,10560,30,25.89,20,0.00
840,10560,62,49.30,15,0.25
841,10561,44,19.45,10,0.00
842,10561,51,53.00,50,0.00
843,10562,33,2.50,20,0.10
844,10562,62,49.30,10,0.10
845,10563,36,19.00,25,0.00
846,10563,52,7.00,70,0.00
847,10564,17,39.00,16,0.05
848,10564,31,12.50,6,0.05
849,10564,55,24.00,25,0.05
850,10565,24,4.50,25,0.10
851,10565,64,33.25,18,0.10
852,10566,11,21.00,35,0.15
853,10566,18,62.50,18,0.15
854,10566,76,18.00,10,0.00
855,10567,31,12.50,60,0.20
856,10567,51,53.00,3,0.00
857,10567,59,55.00,40,0.20
858,10568,10,31.00,5,0.00
859,10569,31,12.50,35,0.20
860,10569,76,18.00,30,0.00
861,10570,11,21.00,15,0.05
862,10570,56,38.00,60,0.05
863,10571,14,23.25,11,0.15
864,10571,42,14.00,28,0.15
865,10572,16,17.45,12,0.10
866,10572,32,32.00,10,0.10
867,10572,40,18.40,50,0.00
868,10572,75,7.75,15,0.10
869,10573,17,39.00,18,0.00
870,10573,34,14.00,40,0.00
871,10573,53,32.80,25,0.00
872,10574,33,2.50,14,0.00
873,10574,40,18.40,2,0.00
874,10574,62,49.30,10,0.00
875,10574,64,33.25,6,0.00
876,10575,59,55.00,12,0.00
877,10575,63,43.90,6,0.00
878,10575,72,34.80,30,0.00
879,10575,76,18.00,10,0.00
880,10576,1,18.00,10,0.00
881,10576,31,12.50,20,0.00
882,10576,44,19.45,21,0.00
883,10577,39,18.00,10,0.00
884,10577,75,7.75,20,0.00
885,10577,77,13.00,18,0.00
886,10578,35,18.00,20,0.00
887,10578,57,19.50,6,0.00
888,10579,15,15.50,10,0.00
889,10579,75,7.75,21,0.00
890,10580,14,23.25,15,0.05
891,10580,41,9.65,9,0.05
892,10580,65,21.05,30,0.05
893,10581,75,7.75,50,0.20
894,10582,57,19.50,4,0.00
895,10582,76,18.00,14,0.00
896,10583,29,123.79,10,0.00
897,10583,60,34.00,24,0.15
898,10583,69,36.00,10,0.15
899,10584,31,12.50,50,0.05
900,10585,47,9.50,15,0.00
901,10586,52,7.00,4,0.15
902,10587,26,31.23,6,0.00
903,10587,35,18.00,20,0.00
904,10587,77,13.00,20,0.00
905,10588,18,62.50,40,0.20
906,10588,42,14.00,100,0.20
907,10589,35,18.00,4,0.00
908,10590,1,18.00,20,0.00
909,10590,77,13.00,60,0.05
910,10591,3,10.00,14,0.00
911,10591,7,30.00,10,0.00
912,10591,54,7.45,50,0.00
913,10592,15,15.50,25,0.05
914,10592,26,31.23,5,0.05
915,10593,20,81.00,21,0.20
916,10593,69,36.00,20,0.20
917,10593,76,18.00,4,0.20
918,10594,52,7.00,24,0.00
919,10594,58,13.25,30,0.00
920,10595,35,18.00,30,0.25
921,10595,61,28.50,120,0.25
922,10595,69,36.00,65,0.25
923,10596,56,38.00,5,0.20
924,10596,63,43.90,24,0.20
925,10596,75,7.75,30,0.20
926,10597,24,4.50,35,0.20
927,10597,57,19.50,20,0.00
928,10597,65,21.05,12,0.20
929,10598,27,43.90,50,0.00
930,10598,71,21.50,9,0.00
931,10599,62,49.30,10,0.00
932,10600,54,7.45,4,0.00
933,10600,73,15.00,30,0.00
934,10601,13,6.00,60,0.00
935,10601,59,55.00,35,0.00
936,10602,77,13.00,5,0.25
937,10603,22,21.00,48,0.00
938,10603,49,20.00,25,0.05
939,10604,48,12.75,6,0.10
940,10604,76,18.00,10,0.10
941,10605,16,17.45,30,0.05
942,10605,59,55.00,20,0.05
943,10605,60,34.00,70,0.05
944,10605,71,21.50,15,0.05
945,10606,4,22.00,20,0.20
946,10606,55,24.00,20,0.20
947,10606,62,49.30,10,0.20
948,10607,7,30.00,45,0.00
949,10607,17,39.00,100,0.00
950,10607,33,2.50,14,0.00
951,10607,40,18.40,42,0.00
952,10607,72,34.80,12,0.00
953,10608,56,38.00,28,0.00
954,10609,1,18.00,3,0.00
955,10609,10,31.00,10,0.00
956,10609,21,10.00,6,0.00
957,10610,36,19.00,21,0.25
958,10611,1,18.00,6,0.00
959,10611,2,19.00,10,0.00
960,10611,60,34.00,15,0.00
961,10612,10,31.00,70,0.00
962,10612,36,19.00,55,0.00
963,10612,49,20.00,18,0.00
964,10612,60,34.00,40,0.00
965,10612,76,18.00,80,0.00
966,10613,13,6.00,8,0.10
967,10613,75,7.75,40,0.00
968,10614,11,21.00,14,0.00
969,10614,21,10.00,8,0.00
970,10614,39,18.00,5,0.00
971,10615,55,24.00,5,0.00
972,10616,38,263.50,15,0.05
973,10616,56,38.00,14,0.00
974,10616,70,15.00,15,0.05
975,10616,71,21.50,15,0.05
976,10617,59,55.00,30,0.15
977,10618,6,25.00,70,0.00
978,10618,56,38.00,20,0.00
979,10618,68,12.50,15,0.00
980,10619,21,10.00,42,0.00
981,10619,22,21.00,40,0.00
982,10620,24,4.50,5,0.00
983,10620,52,7.00,5,0.00
984,10621,19,9.20,5,0.00
985,10621,23,9.00,10,0.00
986,10621,70,15.00,20,0.00
987,10621,71,21.50,15,0.00
988,10622,2,19.00,20,0.00
989,10622,68,12.50,18,0.20
990,10623,14,23.25,21,0.00
991,10623,19,9.20,15,0.10
992,10623,21,10.00,25,0.10
993,10623,24,4.50,3,0.00
994,10623,35,18.00,30,0.10
995,10624,28,45.60,10,0.00
996,10624,29,123.79,6,0.00
997,10624,44,19.45,10,0.00
998,10625,14,23.25,3,0.00
999,10625,42,14.00,5,0.00
1000,10625,60,34.00,10,0.00
